entry_time,exit_time,strategy,symbol,direction,server_time,server_hour,utc_hour,jst_hour,session_label,session_start_utc,minutes_from_session_start,trade_window_label,is_within_first_60min,is_within_first_120min,broker_utc_offset_used,selected_symbol_for_session,selected_reason,session_candidate_symbol_map,entry_pattern,entry_trigger,neckline_level,ltf_wave3_timeframe,top_context_tf,structure_tf,primary_entry_tf,secondary_entry_tf,use_secondary_entry_tf,htf_alignment_mode,htf_permission_mode,allowed_direction,top_context_direction_state,structure_direction_state,h4_direction_state,h1_direction_state,rejected_by_htf_permission,candidate_long_detected,candidate_short_detected,selected_candidate_direction,selected_candidate_timeframe,selected_candidate_pattern,primary_best_pattern,primary_best_score,secondary_best_pattern,secondary_best_score,m15_best_pattern,m15_best_score,m5_best_pattern,m5_best_score,htf_wave3_direction,htf_wave3_confirmed,htf_fractal_alignment,wave3_alignment_passed,transcript_context_mode,transcript_context_passed,transcript_stage,transcript_reject_reason,top_sma75_state,structure_sma75_state,primary_sma75_state,structure_break_age_bars,structure_break_level,primary_break_age_bars,primary_break_level,htf_nearest_resistance,htf_nearest_support,nearest_obstacle_price,nearest_obstacle_type,nearest_obstacle_distance_r,retest_reference_type,retest_reference_price,retest_reference_distance_atr,clean_path_to_target,hard_obstacle_present_before_target,soft_obstacle_present_before_target,obstacle_blocked,target_reward_multiple,target_price,base_pattern_score,target_room_score,retest_score,fib_source_tf,fib_impulse_high,fib_impulse_low,fib_retrace_ratio,fib_zone,fib_score,fib_required_pass,time_bucket,time_score_removed_flag,candidate_orderable_before_session_selection,rejected_before_selection_reason,session_consumed_reason,final_score,entry,exit,stop_loss,take_profit,risk_price,result_r,initial_stop_loss_price,current_stop_loss_price,break_even_enabled,break_even_triggered,break_even_trigger_type,break_even_trigger_r,break_even_trigger_time,bars_to_break_even,max_favorable_r_before_exit,max_adverse_r_before_exit,exit_type,full_sl_exit,break_even_exit,tp_exit,time_exit,result_r_before_be,result_r_after_be,profit,commission,swap,net_profit,volume,reward_r,holding_bars,atr,spread_points,score,failure_type,session_invalidated,invalidation_reason,exit_reason,position_id,break_even_mode,run_id,period_id,from_date,to_date,preset,tester_ini,log_folder,note,InpTranscriptContextMode,InpTranscriptRequireStructureBreak,InpTranscriptRequireSmaReclaim,InpTranscriptRequirePriorImpulse,InpTranscriptUsePrimaryFailureExit,InpRetestToleranceATR,InpBreakBufferATR,InpTargetRewardMultiple,InpMaxHoldBars,year,month
2025.01.27 16:05:00,2025.01.27 17:00:37,session_reversal_pullback_all_symbols_first120,USDJPY,SHORT,2025.01.27 16:00:00,16,13,22,london_newyork_overlap,2025.01.27 13:00,0,first_120min,true,true,3,USDJPY,all_symbols_symbol_session_one_shot,london_newyork_overlap=USDJPY|EURJPY|GBPJPY|AUDJPY|EURUSD|GBPUSD,head_and_shoulders,neckline_break_retest,154.21300000,PERIOD_M5,PERIOD_H1,PERIOD_M15,PERIOD_M5,PERIOD_M5,false,htf_soft_alignment,current_post_filter,transcript_post_filter,dow_range_or_transition,no_ordered_dow_wave3_break,dow_range_or_transition,no_ordered_dow_wave3_break,false,false,true,SHORT,PERIOD_M5,head_and_shoulders,head_and_shoulders,4.500,none,0.000,head_and_shoulders,4.500,none,0.000,SHORT,false,PERIOD_H1_NONE_dow_range_or_transition|PERIOD_M15_NONE_no_ordered_dow_wave3_break,true,h1_not_opposite_m15_reversal,true,top_NONE_dow_range_or_transition|structure_NONE_no_ordered_dow_wave3_break|structure_break_recent_confirmed_swing_break_continuation|primary_break_recent_confirmed_swing_break_continuation,none,below_75sma_falling,below_75sma_falling,below_75sma_falling,0,155.28200000,0,154.45700000,154.21011111,154.11300000,154.11300000,session_low,0.2297,neckline_level,154.21300000,0.2353,false,true,true,false,1.40,153.76600000,4.500,-0.300,0.200,PERIOD_M15,155.90300000,153.70600000,0.2162,outside,0.000,true,0-30,true,false,none,order_sent,5.150,154.18100000,154.47700000,154.47700000,153.76600000,0.29600000,-1.0000,154.47700000,154.47700000,false,false,none,0.0000,,-1,0.0000,1.0000,full_sl,true,false,false,false,-1.0000,0.0000,-22.99,0.00,0.00,-22.99,0.120,1.402,11,0.13600000,21.00,5.150,neckline_retest_failed,false,not_invalidated,DEAL_REASON_SL,46,no_break_even,c8_jan_notopposite_m15break_diagnostic_sma,jan_search,2025.01.01,2025.01.31,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_c8_jan_notopposite_m15break_diagnostic_sma.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_c8_jan_notopposite_m15break_diagnostic_sma.ini,fx_session_reversal_transcript_c8_jan_notopposite_m15break_diagnostic_sma,"H1 not-opposite context, M15 break diagnostic only, 75SMA hard context.",2,false,true,false,false,0.28,0.08,1.40,30,2025,2025-01
2025.01.28 10:20:00,2025.01.28 12:43:46,session_reversal_pullback_all_symbols_first120,USDJPY,SHORT,2025.01.28 10:15:00,10,7,16,london,2025.01.28 07:00,15,first_120min,true,true,3,USDJPY,all_symbols_symbol_session_one_shot,london=USDJPY|EURJPY|GBPJPY|AUDJPY|EURUSD|GBPUSD,double_top,neckline_break_retest,155.71800000,PERIOD_M5,PERIOD_H1,PERIOD_M15,PERIOD_M5,PERIOD_M5,false,htf_soft_alignment,current_post_filter,transcript_post_filter,dow_trend_down_ll_lh,structure_trend_bias_dow_trend_up_hh_hl,dow_trend_down_ll_lh,structure_trend_bias_dow_trend_up_hh_hl,false,false,true,SHORT,PERIOD_M5,double_top,double_top,4.200,none,0.000,double_top,4.200,none,0.000,SHORT,true,PERIOD_H1_SHORT_dow_trend_down_ll_lh|PERIOD_M15_LONG_structure_trend_bias_dow_trend_up_hh_hl,true,h1_not_opposite_m15_reversal,true,top_SHORT_dow_trend_down_ll_lh|structure_LONG_structure_trend_bias_dow_trend_up_hh_hl|structure_break_recent_confirmed_swing_break_retest|primary_break_recent_confirmed_swing_break_retest,none,above_75sma_flat_or_falling,above_75sma_rising,below_75sma_flat_or_rising,0,155.92800000,0,155.66400000,155.64684615,155.54200000,155.54200000,session_low,0.1944,neckline_level,155.71800000,1.1790,false,true,true,false,1.40,155.23800000,4.200,-0.300,0.200,PERIOD_M15,155.93800000,155.51300000,0.1835,outside,0.000,true,0-30,true,false,none,order_sent,4.850,155.59100000,155.23800000,155.84300000,155.23800000,0.25200000,1.4008,155.84300000,155.84300000,false,false,none,0.0000,,-1,1.4008,0.0000,tp,false,false,true,false,1.4008,0.0000,34.11,0.00,0.00,34.11,0.150,1.401,28,0.10771429,17.00,4.850,other,false,not_invalidated,DEAL_REASON_TP,48,no_break_even,c8_jan_notopposite_m15break_diagnostic_sma,jan_search,2025.01.01,2025.01.31,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_c8_jan_notopposite_m15break_diagnostic_sma.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_c8_jan_notopposite_m15break_diagnostic_sma.ini,fx_session_reversal_transcript_c8_jan_notopposite_m15break_diagnostic_sma,"H1 not-opposite context, M15 break diagnostic only, 75SMA hard context.",2,false,true,false,false,0.28,0.08,1.40,30,2025,2025-01
2025.01.28 16:40:00,2025.01.28 17:21:12,session_reversal_pullback_all_symbols_first120,USDJPY,SHORT,2025.01.28 16:35:00,16,13,22,london_newyork_overlap,2025.01.28 13:00,35,first_120min,true,true,3,USDJPY,all_symbols_symbol_session_one_shot,london_newyork_overlap=USDJPY|EURJPY|GBPJPY|AUDJPY|EURUSD|GBPUSD,head_and_shoulders,neckline_break_retest,155.36600000,PERIOD_M5,PERIOD_H1,PERIOD_M15,PERIOD_M5,PERIOD_M5,false,htf_soft_alignment,current_post_filter,transcript_post_filter,dow_trend_down_ll_lh,structure_trend_bias_dow_trend_down_ll_lh,dow_trend_down_ll_lh,structure_trend_bias_dow_trend_down_ll_lh,false,false,true,SHORT,PERIOD_M5,head_and_shoulders,head_and_shoulders,4.500,none,0.000,head_and_shoulders,4.500,none,0.000,SHORT,true,PERIOD_H1_SHORT_dow_trend_down_ll_lh|PERIOD_M15_SHORT_structure_trend_bias_dow_trend_down_ll_lh,true,h1_not_opposite_m15_reversal,true,top_SHORT_dow_trend_down_ll_lh|structure_SHORT_structure_trend_bias_dow_trend_down_ll_lh|structure_break_recent_confirmed_swing_break_continuation|primary_break_recent_confirmed_swing_break_continuation,none,below_75sma_falling,above_75sma_rising,below_75sma_falling,0,155.54200000,0,155.56300000,155.33000000,155.25000000,155.25000000,session_low,0.2182,opening_range_low|neckline_level,155.33000000,0.3139,false,true,true,false,1.40,154.99000000,4.500,-0.300,0.200,PERIOD_M15,155.47900000,155.20100000,0.3489,outside,0.000,true,30-60,true,false,none,order_sent,5.150,155.29800000,155.51900000,155.51800000,154.99000000,0.22000000,-1.0045,155.51800000,155.51800000,false,false,none,0.0000,,-1,0.0000,1.0045,full_sl,true,false,false,false,-1.0045,0.0000,-24.16,0.00,0.00,-24.16,0.170,1.400,8,0.10192857,18.00,5.150,neckline_retest_failed,false,not_invalidated,DEAL_REASON_SL,50,no_break_even,c8_jan_notopposite_m15break_diagnostic_sma,jan_search,2025.01.01,2025.01.31,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_c8_jan_notopposite_m15break_diagnostic_sma.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_c8_jan_notopposite_m15break_diagnostic_sma.ini,fx_session_reversal_transcript_c8_jan_notopposite_m15break_diagnostic_sma,"H1 not-opposite context, M15 break diagnostic only, 75SMA hard context.",2,false,true,false,false,0.28,0.08,1.40,30,2025,2025-01
2025.01.29 10:15:00,2025.01.29 11:54:12,session_reversal_pullback_all_symbols_first120,USDJPY,SHORT,2025.01.29 10:10:00,10,7,16,london,2025.01.29 07:00,10,first_120min,true,true,3,USDJPY,all_symbols_symbol_session_one_shot,london=USDJPY|EURJPY|GBPJPY|AUDJPY|EURUSD|GBPUSD,double_top,neckline_break_retest,155.20500000,PERIOD_M5,PERIOD_H1,PERIOD_M15,PERIOD_M5,PERIOD_M5,false,htf_soft_alignment,current_post_filter,transcript_post_filter,dow_range_or_transition,no_ordered_dow_wave3_break,dow_range_or_transition,no_ordered_dow_wave3_break,false,false,true,SHORT,PERIOD_M5,double_top,double_top,4.200,none,0.000,double_top,4.200,none,0.000,SHORT,false,PERIOD_H1_NONE_dow_range_or_transition|PERIOD_M15_NONE_no_ordered_dow_wave3_break,true,h1_not_opposite_m15_reversal,true,top_NONE_dow_range_or_transition|structure_NONE_no_ordered_dow_wave3_break|structure_break_recent_confirmed_swing_break_continuation|primary_break_recent_confirmed_swing_break_continuation,none,below_75sma_falling,below_75sma_falling,below_75sma_falling,0,155.42300000,0,155.30300000,155.13100000,155.09400000,155.09400000,session_low,0.1700,neckline_level,155.20500000,0.7465,false,true,true,false,1.40,154.84900000,4.200,-0.300,0.200,PERIOD_M15,155.77300000,154.99300000,0.1731,outside,0.000,true,0-30,true,false,none,order_sent,4.850,155.12800000,155.32800000,155.32800000,154.84900000,0.20000000,-1.0000,155.32800000,155.32800000,false,false,none,0.0000,,-1,0.0000,1.0000,full_sl,true,false,false,false,-1.0000,0.0000,-24.46,0.00,0.00,-24.46,0.190,1.395,19,0.10314286,17.00,4.850,neckline_retest_failed,false,not_invalidated,DEAL_REASON_SL,52,no_break_even,c8_jan_notopposite_m15break_diagnostic_sma,jan_search,2025.01.01,2025.01.31,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_c8_jan_notopposite_m15break_diagnostic_sma.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_c8_jan_notopposite_m15break_diagnostic_sma.ini,fx_session_reversal_transcript_c8_jan_notopposite_m15break_diagnostic_sma,"H1 not-opposite context, M15 break diagnostic only, 75SMA hard context.",2,false,true,false,false,0.28,0.08,1.40,30,2025,2025-01
2025.01.30 04:10:00,2025.01.30 06:40:00,session_reversal_pullback_all_symbols_first120,USDJPY,SHORT,2025.01.30 04:05:00,4,1,10,tokyo,2025.01.30 00:00,65,first_120min,false,true,3,USDJPY,all_symbols_symbol_session_one_shot,tokyo=USDJPY|EURJPY|GBPJPY|AUDJPY,head_and_shoulders,neckline_break_retest,154.57000000,PERIOD_M5,PERIOD_H1,PERIOD_M15,PERIOD_M5,PERIOD_M5,false,htf_soft_alignment,current_post_filter,transcript_post_filter,dow_range_or_transition,ordered_dow_wave3_break_below_swing_low,dow_range_or_transition,ordered_dow_wave3_break_below_swing_low,false,false,true,SHORT,PERIOD_M5,head_and_shoulders,head_and_shoulders,4.500,none,0.000,head_and_shoulders,4.500,none,0.000,SHORT,false,PERIOD_H1_NONE_dow_range_or_transition|PERIOD_M15_SHORT_ordered_dow_wave3_break_below_swing_low,true,h1_not_opposite_m15_reversal,true,top_NONE_dow_range_or_transition|structure_SHORT_ordered_dow_wave3_break_below_swing_low|structure_break_recent_confirmed_swing_break_continuation|primary_break_recent_confirmed_swing_break_continuation,none,below_75sma_falling,below_75sma_falling,below_75sma_falling,0,155.07700000,0,155.02700000,154.49687500,154.46500000,154.46500000,failed_breakout_level,0.1111,neckline_level,154.57000000,0.6898,false,true,true,false,1.40,154.18600000,4.500,-0.300,0.200,PERIOD_M15,155.23600000,155.07700000,-3.6981,outside,0.000,true,60-90,true,false,none,order_sent,5.150,154.48900000,154.65200000,154.70500000,154.18600000,0.21600000,-0.7546,154.70500000,154.70500000,false,false,none,0.0000,,-1,0.0000,0.7546,time,false,false,false,true,-0.7546,0.0000,-17.92,0.00,0.00,-17.92,0.170,1.403,30,0.11742857,20.00,5.150,neckline_retest_failed,false,not_invalidated,DEAL_REASON_EXPERT,54,no_break_even,c8_jan_notopposite_m15break_diagnostic_sma,jan_search,2025.01.01,2025.01.31,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_c8_jan_notopposite_m15break_diagnostic_sma.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_c8_jan_notopposite_m15break_diagnostic_sma.ini,fx_session_reversal_transcript_c8_jan_notopposite_m15break_diagnostic_sma,"H1 not-opposite context, M15 break diagnostic only, 75SMA hard context.",2,false,true,false,false,0.28,0.08,1.40,30,2025,2025-01
2025.01.06 16:25:01,2025.01.06 16:35:00,session_reversal_pullback_all_symbols_first120,EURJPY,SHORT,2025.01.06 16:20:00,16,13,22,london_newyork_overlap,2025.01.06 13:00,20,first_120min,true,true,3,EURJPY,all_symbols_symbol_session_one_shot,london_newyork_overlap=USDJPY|EURJPY|GBPJPY|AUDJPY|EURUSD|GBPUSD,double_top,neckline_break_retest,163.07200000,PERIOD_M5,PERIOD_H1,PERIOD_M15,PERIOD_M5,PERIOD_M5,false,htf_soft_alignment,current_post_filter,transcript_post_filter,dow_trend_up_hh_hl,structure_trend_bias_dow_trend_up_hh_hl,dow_trend_up_hh_hl,structure_trend_bias_dow_trend_up_hh_hl,false,true,true,SHORT,PERIOD_M5,double_top,double_top,4.200,none,0.000,double_top,4.200,none,0.000,SHORT,false,PERIOD_H1_LONG_dow_trend_up_hh_hl|PERIOD_M15_LONG_structure_trend_bias_dow_trend_up_hh_hl,true,h1_counter_m15_reversal,true,top_LONG_dow_trend_up_hh_hl|structure_LONG_structure_trend_bias_dow_trend_up_hh_hl|structure_break_recent_confirmed_swing_break_failed|primary_break_recent_confirmed_swing_break_failed,none,above_75sma_rising,above_75sma_rising,below_75sma_flat_or_rising,-1,0.00000000,-1,0.00000000,163.05600000,163.00000000,163.00000000,round_number,0.0923,neckline_level,163.07200000,0.2440,false,true,true,false,1.40,162.64600000,4.200,-0.300,0.200,PERIOD_M15,164.01000000,163.11400000,-0.0993,outside,0.000,true,0-30,true,false,none,order_sent,4.300,163.02500000,163.15700000,163.29600000,162.64600000,0.27100000,-0.4871,163.29600000,163.29600000,false,false,none,0.0000,,-1,0.6199,0.6384,time,false,false,false,true,-0.4871,0.0000,-11.75,0.00,0.00,-11.75,0.140,1.399,2,0.19264286,31.00,4.300,neckline_retest_failed,false,not_invalidated,DEAL_REASON_EXPERT,4,no_break_even,c9_jan_counter_diag_sma_m5_failure_exit,jan_search,2025.01.01,2025.01.31,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_c9_jan_counter_diag_sma_m5_failure_exit.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_c9_jan_counter_diag_sma_m5_failure_exit.ini,fx_session_reversal_transcript_c9_jan_counter_diag_sma_m5_failure_exit,c6 plus lower-timeframe failure exit.,1,false,true,false,true,0.28,0.08,1.40,30,2025,2025-01
2025.01.06 16:20:00,2025.01.06 16:49:53,session_reversal_pullback_all_symbols_first120,GBPUSD,SHORT,2025.01.06 16:15:00,16,13,22,london_newyork_overlap,2025.01.06 13:00,15,first_120min,true,true,3,GBPUSD,all_symbols_symbol_session_one_shot,london_newyork_overlap=USDJPY|EURJPY|GBPJPY|AUDJPY|EURUSD|GBPUSD,head_and_shoulders,neckline_break_retest,1.25266000,PERIOD_M5,PERIOD_H1,PERIOD_M15,PERIOD_M5,PERIOD_M5,false,htf_soft_alignment,current_post_filter,transcript_post_filter,dow_range_or_transition,structure_trend_bias_dow_trend_up_hh_hl,dow_range_or_transition,structure_trend_bias_dow_trend_up_hh_hl,false,false,true,SHORT,PERIOD_M5,head_and_shoulders,head_and_shoulders,4.500,none,0.000,head_and_shoulders,4.500,none,0.000,SHORT,false,PERIOD_H1_NONE_dow_range_or_transition|PERIOD_M15_LONG_structure_trend_bias_dow_trend_up_hh_hl,true,h1_counter_m15_reversal,true,top_NONE_dow_range_or_transition|structure_LONG_structure_trend_bias_dow_trend_up_hh_hl|structure_break_no_recent_confirmed_swing_break|primary_break_recent_confirmed_swing_break_retest,none,above_75sma_flat_or_falling,above_75sma_rising,below_75sma_flat_or_rising,-1,0.00000000,0,1.25195000,1.25195000,1.24677000,1.24677000,session_low,0.2456,neckline_level,1.25266000,4.4298,false,true,true,false,1.40,1.24282000,4.500,-0.300,0.200,PERIOD_M15,1.25475000,1.24543000,0.2339,outside,0.000,true,0-30,true,false,none,order_sent,4.800,1.24761000,1.25103000,1.25103000,1.24282000,0.00342000,-1.0000,1.25103000,1.25103000,false,false,none,0.0000,,-1,0.2456,1.4386,full_sl,true,false,false,false,-1.0000,0.0000,-23.94,0.00,0.00,-23.94,0.070,1.401,5,0.00114000,20.00,4.800,neckline_retest_failed,false,not_invalidated,DEAL_REASON_SL,3,no_break_even,c9_jan_counter_diag_sma_m5_failure_exit,jan_search,2025.01.01,2025.01.31,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_c9_jan_counter_diag_sma_m5_failure_exit.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_c9_jan_counter_diag_sma_m5_failure_exit.ini,fx_session_reversal_transcript_c9_jan_counter_diag_sma_m5_failure_exit,c6 plus lower-timeframe failure exit.,1,false,true,false,true,0.28,0.08,1.40,30,2025,2025-01
2025.01.06 16:20:00,2025.01.06 16:52:55,session_reversal_pullback_all_symbols_first120,EURUSD,SHORT,2025.01.06 16:15:00,16,13,22,london_newyork_overlap,2025.01.06 13:00,15,first_120min,true,true,3,EURUSD,all_symbols_symbol_session_one_shot,london_newyork_overlap=USDJPY|EURJPY|GBPJPY|AUDJPY|EURUSD|GBPUSD,bos_down,first_pullback_after_bos,1.04083900,PERIOD_M5,PERIOD_H1,PERIOD_M15,PERIOD_M5,PERIOD_M5,false,htf_soft_alignment,current_post_filter,transcript_post_filter,dow_trend_up_hh_hl,structure_trend_bias_dow_trend_up_hh_hl,dow_trend_up_hh_hl,structure_trend_bias_dow_trend_up_hh_hl,false,false,true,SHORT,PERIOD_M5,bos_down,bos_down,2.600,none,0.000,bos_down,2.600,none,0.000,SHORT,false,PERIOD_H1_LONG_dow_trend_up_hh_hl|PERIOD_M15_LONG_structure_trend_bias_dow_trend_up_hh_hl,true,h1_counter_m15_reversal,true,top_LONG_dow_trend_up_hh_hl|structure_LONG_structure_trend_bias_dow_trend_up_hh_hl|structure_break_no_recent_confirmed_swing_break|primary_break_recent_confirmed_swing_break_retest,none,above_75sma_flat_or_falling,above_75sma_rising,below_75sma_flat_or_rising,-1,0.00000000,0,1.04037000,1.03914000,1.03527000,1.03527000,session_low,0.1831,neckline_level,1.04083900,4.1561,false,true,true,false,1.40,1.03095000,2.600,-0.300,0.200,PERIOD_M15,1.04321000,1.03914000,-0.7912,outside,0.000,true,0-30,true,false,none,order_sent,2.900,1.03592000,1.03949000,1.03947000,1.03095000,0.00355000,-1.0056,1.03947000,1.03947000,false,false,none,0.0000,,-1,0.1831,1.4366,full_sl,true,false,false,false,-1.0056,0.0000,-24.99,0.00,0.00,-24.99,0.070,1.400,6,0.00118357,18.00,2.900,bos_pullback_failed,false,not_invalidated,DEAL_REASON_SL,2,no_break_even,c9_jan_counter_diag_sma_m5_failure_exit,jan_search,2025.01.01,2025.01.31,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_c9_jan_counter_diag_sma_m5_failure_exit.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_c9_jan_counter_diag_sma_m5_failure_exit.ini,fx_session_reversal_transcript_c9_jan_counter_diag_sma_m5_failure_exit,c6 plus lower-timeframe failure exit.,1,false,true,false,true,0.28,0.08,1.40,30,2025,2025-01
2025.01.07 03:15:00,2025.01.07 04:05:00,session_reversal_pullback_all_symbols_first120,USDJPY,LONG,2025.01.07 03:10:00,3,0,9,tokyo,2025.01.07 00:00,10,first_120min,true,true,3,USDJPY,all_symbols_symbol_session_one_shot,tokyo=USDJPY|EURJPY|GBPJPY|AUDJPY,inverse_head_and_shoulders,neckline_break_retest,158.21500000,PERIOD_M5,PERIOD_H1,PERIOD_M15,PERIOD_M5,PERIOD_M5,false,htf_soft_alignment,current_post_filter,transcript_post_filter,dow_trend_down_ll_lh,ordered_dow_wave3_break_above_swing_high,dow_trend_down_ll_lh,ordered_dow_wave3_break_above_swing_high,false,true,false,LONG,PERIOD_M5,inverse_head_and_shoulders,inverse_head_and_shoulders,4.500,none,0.000,inverse_head_and_shoulders,4.500,none,0.000,LONG,true,PERIOD_H1_SHORT_dow_trend_down_ll_lh|PERIOD_M15_LONG_ordered_dow_wave3_break_above_swing_high,true,h1_counter_m15_reversal,true,top_SHORT_dow_trend_down_ll_lh|structure_LONG_ordered_dow_wave3_break_above_swing_high|structure_break_recent_confirmed_swing_break_continuation|primary_break_recent_confirmed_swing_break_continuation,none,above_75sma_rising,above_75sma_rising,above_75sma_rising,0,157.65500000,0,158.16500000,158.29900000,158.21500000,158.29900000,current_day_high,0.0850,session_high|opening_range_high|neckline_level,158.29900000,0.2188,false,false,true,false,1.40,158.68500000,4.500,-0.300,0.200,PERIOD_M15,157.65500000,157.53200000,-5.0325,outside,0.000,true,0-30,true,false,none,order_sent,5.150,158.27400000,158.18500000,157.98000000,158.68500000,0.29400000,-0.3027,157.98000000,157.98000000,false,false,none,0.0000,,-1,0.4592,0.4796,time,false,false,false,true,-0.3027,0.0000,-7.31,0.00,0.00,-7.31,0.130,1.398,10,0.11428571,16.00,5.150,neckline_retest_failed,false,not_invalidated,DEAL_REASON_EXPERT,8,no_break_even,c9_jan_counter_diag_sma_m5_failure_exit,jan_search,2025.01.01,2025.01.31,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_c9_jan_counter_diag_sma_m5_failure_exit.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_c9_jan_counter_diag_sma_m5_failure_exit.ini,fx_session_reversal_transcript_c9_jan_counter_diag_sma_m5_failure_exit,c6 plus lower-timeframe failure exit.,1,false,true,false,true,0.28,0.08,1.40,30,2025,2025-01
2025.01.07 19:05:00,2025.01.07 20:35:00,session_reversal_pullback_all_symbols_first120,USDJPY,SHORT,2025.01.07 19:00:00,19,16,1,new_york,2025.01.07 16:00,0,first_120min,true,true,3,USDJPY,all_symbols_symbol_session_one_shot,new_york=USDJPY|EURJPY|GBPJPY|AUDJPY|EURUSD|GBPUSD,double_top,neckline_break_retest,157.86900000,PERIOD_M5,PERIOD_H1,PERIOD_M15,PERIOD_M5,PERIOD_M5,false,htf_soft_alignment,current_post_filter,transcript_post_filter,dow_trend_up_hh_hl,no_ordered_dow_wave3_break,dow_trend_up_hh_hl,no_ordered_dow_wave3_break,false,false,true,SHORT,PERIOD_M5,double_top,double_top,4.200,none,0.000,double_top,4.200,none,0.000,SHORT,false,PERIOD_H1_LONG_dow_trend_up_hh_hl|PERIOD_M15_NONE_no_ordered_dow_wave3_break,true,h1_counter_m15_reversal,true,top_LONG_dow_trend_up_hh_hl|structure_NONE_no_ordered_dow_wave3_break|structure_break_no_recent_confirmed_swing_break|primary_break_recent_confirmed_swing_break_retest,none,above_75sma_rising,below_75sma_flat_or_rising,above_75sma_rising,-1,0.00000000,3,157.82800000,157.84400000,157.82800000,157.82800000,failed_breakout_level,0.0191,neckline_level,157.86900000,0.2942,false,true,true,false,1.40,157.54000000,4.200,-0.300,0.200,PERIOD_M15,158.41800000,157.52800000,0.3416,outside,0.000,true,0-30,true,false,none,order_sent,4.500,157.83200000,157.81600000,158.04100000,157.54000000,0.20900000,0.0766,158.04100000,158.04100000,false,false,none,0.0000,,-1,1.2153,0.0574,time,false,false,false,true,0.0766,0.0000,1.82,0.00,0.00,1.82,0.180,1.397,18,0.12578571,18.00,4.500,target_not_reached_before_session_end,false,not_invalidated,DEAL_REASON_EXPERT,10,no_break_even,c9_jan_counter_diag_sma_m5_failure_exit,jan_search,2025.01.01,2025.01.31,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_c9_jan_counter_diag_sma_m5_failure_exit.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_c9_jan_counter_diag_sma_m5_failure_exit.ini,fx_session_reversal_transcript_c9_jan_counter_diag_sma_m5_failure_exit,c6 plus lower-timeframe failure exit.,1,false,true,false,true,0.28,0.08,1.40,30,2025,2025-01
